2021-10-01 ,6051,84028,401,0,55434,0,29080,1329231,0,7903,0,0
2021-10-04 ,6320,84028,401,0,55474,0,31545,1332633,0,18255,0,0
2021-09-29 ,6654,91474,401,0,106090,0,41995,1337041,0,84690,0,0
2021-09-30 ,6651,82233,401,0,54534,0,28397,1322913,0,2872,0,0
2021-10-01 ,6051,84028,401,0,55434,0,29080,1329231,0,7903,0,0
2021-10-04 ,6320,84028,401,0,55474,0,31545,1332633,0,18255,0,0
2021-09-29 ,6654,91474,401,0,106090,0,41995,1337041,0,84690,0,0
2021-09-30 ,6651,82233,401,0,54534,0,28397,1322913,0,2872,0,0
