2021-10-01 ,21430,30590,422185,554165,420087,384813,251365,61985,105124,303571,195297,67858
2021-10-04 ,21661,29369,477512,584263,501331,509156,260696,66620,127599,334758,219547,87099
2021-09-29 ,53406,31734,528213,798694,537615,586456,256436,157639,275921,426294,286037,201541
2021-09-30 ,29327,28548,307620,408620,304480,262722,234758,58578,89348,258923,168625,54119
2021-10-01 ,21430,30590,422185,554165,420087,384813,251365,61985,105124,303571,195297,67858
2021-10-04 ,21661,29369,477512,584263,501331,509156,260696,66620,127599,334758,219547,87099
2021-09-29 ,53406,31734,528213,798694,537615,586456,256436,157639,275921,426294,286037,201541
2021-09-30 ,29327,28548,307620,408620,304480,262722,234758,58578,89348,258923,168625,54119
