2021-10-01 ,96153,69322,309712,221216,440340,233781,746154,620918,41194,70275,45545,39388
2021-10-04 ,84369,66128,393713,253664,471028,249855,750361,627968,48418,78248,50604,44440
2021-09-29 ,99190,102666,552683,365759,705401,404631,838378,627214,79898,117973,70640,75121
2021-09-30 ,95309,72875,257621,173441,384997,191599,744976,610305,28077,49922,30231,24773
2021-10-01 ,96153,69322,309712,221216,440340,233781,746154,620918,41194,70275,45545,39388
2021-10-04 ,84369,66128,393713,253664,471028,249855,750361,627968,48418,78248,50604,44440
2021-09-29 ,99190,102666,552683,365759,705401,404631,838378,627214,79898,117973,70640,75121
2021-09-30 ,95309,72875,257621,173441,384997,191599,744976,610305,28077,49922,30231,24773
